#,No. expediente,Parte actora,Parte demandada,Parte notificada,Fecha de  publicación,Síntesis,Sala,Magistrado,Secretario,Expediente
74,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Lizette Gómez Padilla (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
75,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Edgar Rafael Ayala Cabral (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
76,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Fitna Ramírez Márquez (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
77,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Juan Carlos Reyes Núñez (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
78,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Jairo Israel Vázquez Torres (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
79,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Mariel Hernández Guerrero (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
80,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",Cecilia Del Carmen Ponce Ponce (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
81,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",José Manuel Rodríguez Rosas (TERCERO INTERESADO),08-07-2025,"Se da cuenta con los oficios presentados el 11/06/2025, 12/06/2025 y 13/06/2025, por los que la autoridad demandada cumple los requerimientos formulados en auto de 02/06/2025. Visto y analizado su contenido, se tienen por cumplimentados los requerimientos aludidos y se dejan sin efectos los apercibimientos decretados. En tal virtud SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas. Se tiene por cumplimentado el requerimiento de los expedientes administrativos, toda vez que la autoridad demandada los exhibe. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalado como correo electrónico el referido y por designados a los delegados. Se ordena dar vista a la parte actora y a los terceros interesados para los efectos legales correspondientes. Esta Instrucción se reserva determinar la fecha para la audiencia de fijación litis, hasta en tanto se apersonen los terceros interesados, o bien, transcurra el plazo otorgado para tal efecto.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,MPML MARÍA MAGDALENA DÍAZ ZAVALA,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
82,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",09-06-2025,"Se da cuenta con el escrito ingresado en la Oficialía de Partes de esta Sala Especializada el día 22/05/2025, suscrito por el autorizado por la parte actora, a través del cual cumplimenta el primer término del requerimiento que se le hizo mediante acuerdo de fecha 14/03/2025, exhibiendo los ejemplares del Diario Oficial de la Federación, así como del periódico, en los que se aprecian las publicaciones del edicto a los trabajadores, documentales que obran anexas al expediente en que se actúa. Téngase por recibido el escrito de cuenta y sus anexos y se tiene por cumplimentado el primer término del requerimiento anteriormente aludido, toda vez que la accionante acredita que se llevaron a cabo las primeras publicaciones del edicto de mérito en los términos establecidos, por lo cual en atención al contenido del acuerdo previamente dictado, se hace constar que subsiste el apercibimiento decretado en el mencionado auto de 14/03/2025.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
83,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",09-06-2025,"Se da cuenta con el oficio ingresado en esta Sala el 21/05/2025, por el que la autoridad demandada formula su contestación de demanda. Ahora bien, en el presente caso se requieren cuarenta y un juegos de copias de la contestación de la demanda en razón de que la parte actora señala a cuarenta terceros interesados, no obstante, la demandada únicamente exhibe el original del oficio de contestación de demanda y una copia de la misma, por lo que SE PREVIENE A LA ENJUICIADA para que exhiba ante esta Sala cuarenta juegos de copias de la contestación de que se trata, dentro del término de cinco días hábiles, en la inteligencia que de no hacerlo SE TENDRÁ POR NO CONTESTADA LA DEMANDA. Por cuanto hace al requerimiento de los expedientes administrativos, realizado en el auto admisorio de 14/03/2025, se tiene que la autoridad demandada exhibe las copias certificadas de dichos expedientes; sin embargo, no especifica la localización de las pruebas indicadas por la actora; en tal virtud SE REQUIERE A LA DEMANDADA para que indique si las probanzas de mérito obran en los expedientes administrativos exhibidos y, de ser así, especifique los folios en los que se encuentran las mismas, APERCIBIDA que de no hacerlo, se tendrán por ciertos los hechos que con la exhibición de las mismas pretenda probar la actora.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
84,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",09-06-2025,"Se da cuenta con el oficio ingresado en esta Sala el 21/05/2025, por el que la autoridad demandada formula su contestación de demanda. Ahora bien, en el presente caso se requieren cuarenta y un juegos de copias de la contestación de la demanda en razón de que la parte actora señala a cuarenta terceros interesados, no obstante, la demandada únicamente exhibe el original del oficio de contestación de demanda y una copia de la misma, por lo que SE PREVIENE A LA ENJUICIADA para que exhiba ante esta Sala cuarenta juegos de copias de la contestación de que se trata, dentro del término de cinco días hábiles, en la inteligencia que de no hacerlo SE TENDRÁ POR NO CONTESTADA LA DEMANDA. Por cuanto hace al requerimiento de los expedientes administrativos, realizado en el auto admisorio de 14/03/2025, se tiene que la autoridad demandada exhibe las copias certificadas de dichos expedientes; sin embargo, no especifica la localización de las pruebas indicadas por la actora; en tal virtud SE REQUIERE A LA DEMANDADA para que indique si las probanzas de mérito obran en los expedientes administrativos exhibidos y, de ser así, especifique los folios en los que se encuentran las mismas, APERCIBIDA que de no hacerlo, se tendrán por ciertos los hechos que con la exhibición de las mismas pretenda probar la actora.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
85,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",09-06-2025,"Se da cuenta con el escrito ingresado en la Oficialía de Partes de esta Sala Especializada el día 22/05/2025, suscrito por el autorizado por la parte actora, a través del cual cumplimenta el primer término del requerimiento que se le hizo mediante acuerdo de fecha 14/03/2025, exhibiendo los ejemplares del Diario Oficial de la Federación, así como del periódico, en los que se aprecian las publicaciones del edicto a los trabajadores, documentales que obran anexas al expediente en que se actúa. Téngase por recibido el escrito de cuenta y sus anexos y se tiene por cumplimentado el primer término del requerimiento anteriormente aludido, toda vez que la accionante acredita que se llevaron a cabo las primeras publicaciones del edicto de mérito en los términos establecidos, por lo cual en atención al contenido del acuerdo previamente dictado, se hace constar que subsiste el apercibimiento decretado en el mencionado auto de 14/03/2025.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
86,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",02-06-2025,"I.- Resultó PROCEDENTE y FUNDADA la queja promovida por la parte actora, en contra del incumplimiento del auto de 14 de marzo de 2025, en consecuencia;II.- SE CONCEDE el término de TRES DÍAS a la autoridad ejecutora para que acredite fehacientemente el levantamiento del embargo de las cuentas bancarias de la parte actora.III.- Mediante atento oficio que se gire al Administrador General de Recaudación del Servicio de Administración Tributaria, remítase copia certificada de la presente resolución a fin de que tenga conocimiento de la omisión en que incurre la autoridad responsable.IV.- NOTIFÍQUESE POR BOLETÍN JURISDICCIONAL A LAS PARTES Y POR OFICIO, MEDIANTE CORREO CERTIFICADO CON ACUSE DE RECIBO, A LA ADMINISTRACIÓN DESCONCENTRADA DE RECAUDACIÓN DE JALISCO ""1"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
87,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",02-06-2025,"I.- Resultó PROCEDENTE y FUNDADA la queja promovida por la parte actora, en contra del incumplimiento del auto de 14 de marzo de 2025, en consecuencia;II.- SE CONCEDE el término de TRES DÍAS a la autoridad ejecutora para que acredite fehacientemente el levantamiento del embargo de las cuentas bancarias de la parte actora.III.- Mediante atento oficio que se gire al Administrador General de Recaudación del Servicio de Administración Tributaria, remítase copia certificada de la presente resolución a fin de que tenga conocimiento de la omisión en que incurre la autoridad responsable.IV.- NOTIFÍQUESE POR BOLETÍN JURISDICCIONAL A LAS PARTES Y POR OFICIO, MEDIANTE CORREO CERTIFICADO CON ACUSE DE RECIBO, A LA ADMINISTRACIÓN DESCONCENTRADA DE RECAUDACIÓN DE JALISCO ""1"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
88,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",02-06-2025,"Vistos los autos se observa que mediante proveído de 15/04/2025, se admitió a trámite la instancia de queja por omisión respecto de la suspensión de los actos impugnados promovida por la demandante y se requirió a la autoridad demandada para que en el plazo de cinco días rindiera el informe respectivo; proveído que fue legalmente notificado por boletín jurisdiccional el 28/04/2025. Visto lo anterior, SE TIENE POR NO RENDIDO EL INFORME RELATIVO A LA INSTANCIA DE QUEJA Y POR PRECLUIDO EL DERECHO DE LA AUTORIDAD PARA TAL EFECTO. En razón de lo anterior, túrnense los autos a la Sala a fin de que dicta la resolución que en derecho corresponda respecto a la instancia de queja planteada.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
89,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",02-06-2025,"Vistos los autos se observa que mediante proveído de 15/04/2025, se admitió a trámite la instancia de queja por omisión respecto de la suspensión de los actos impugnados promovida por la demandante y se requirió a la autoridad demandada para que en el plazo de cinco días rindiera el informe respectivo; proveído que fue legalmente notificado por boletín jurisdiccional el 28/04/2025. Visto lo anterior, SE TIENE POR NO RENDIDO EL INFORME RELATIVO A LA INSTANCIA DE QUEJA Y POR PRECLUIDO EL DERECHO DE LA AUTORIDAD PARA TAL EFECTO. En razón de lo anterior, túrnense los autos a la Sala a fin de que dicta la resolución que en derecho corresponda respecto a la instancia de queja planteada.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
90,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",02-06-2025,"En atención al Acuerdo G/JGA/16/2025, por el cual se aprueba la suplencia de Magistrado en la Tercera Ponencia de la Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo, emitido por la Junta de Gobierno y Administración de este Tribunal, el 20/05/2025, y publicado en el Diario Oficial de la Federación el día 22/02/2023, se comunica a las partes que se adscribió a la Licenciada MARÍA MAGDALENA DÍAZ ZAVALA, en su carácter de suplente del Magistrado Titular de la Tercera Ponencia de la Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo, adquiriendo las facultades inherentes y las funciones jurisdiccionales de Magistrada de Sala Regional, al actuar por Ministerio de Ley; lo anterior, para los efectos legales a que haya lugar.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
91,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",02-06-2025,"En atención al Acuerdo G/JGA/16/2025, por el cual se aprueba la suplencia de Magistrado en la Tercera Ponencia de la Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo, emitido por la Junta de Gobierno y Administración de este Tribunal, el 20/05/2025, y publicado en el Diario Oficial de la Federación el día 22/02/2023, se comunica a las partes que se adscribió a la Licenciada MARÍA MAGDALENA DÍAZ ZAVALA, en su carácter de suplente del Magistrado Titular de la Tercera Ponencia de la Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo, adquiriendo las facultades inherentes y las funciones jurisdiccionales de Magistrada de Sala Regional, al actuar por Ministerio de Ley; lo anterior, para los efectos legales a que haya lugar.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
92,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",28-04-2025,"Se da cuenta con el escrito presentado en la Oficialía de Partes el 10/04/2025, a través del cual la parte actora interpone queja por desacato a la orden de suspensión de la ejecución de la resolución impugnada. Téngase por recibido el escrito de cuenta y SE ADMITE A TRÁMITE LA INSTANCIA DE QUEJA. Con copia simple de la instancia referida córrase traslado a la autoridad demandada para que, en el término de CINCO DÍAS HÁBILES, rinda su informe correspondiente respecto a la queja de mérito, hecho lo cual esta Juzgadora procederá con o sin él, a emitir la resolución que en derecho corresponda.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
93,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",28-04-2025,"Se da cuenta con la promoción de fecha 10/04/2025 presentada por la parte actora, a través del cual señala nuevo domicilio para oír y recibir notificaciones. TÉNGASE POR RECIBIDO LA PROMOCIÓN DE CUENTA, mismo que se manda agregar a sus autos para los efectos legales a que haya lugar y, en atención a su contenido, se tiene como nuevo domicilio el señalado.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
94,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria",28-04-2025,"Se da cuenta con el escrito presentado en la Oficialía de Partes el 10/04/2025, a través del cual la parte actora interpone queja por desacato a la orden de suspensión de la ejecución de la resolución impugnada. Téngase por recibido el escrito de cuenta y SE ADMITE A TRÁMITE LA INSTANCIA DE QUEJA. Con copia simple de la instancia referida córrase traslado a la autoridad demandada para que, en el término de CINCO DÍAS HÁBILES, rinda su informe correspondiente respecto a la queja de mérito, hecho lo cual esta Juzgadora procederá con o sin él, a emitir la resolución que en derecho corresponda.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
95,111/24-ERF-01-9,"L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.","Administradora Desconcentrada Jurídica de Jalisco ""1"" de la Administración General Jurídica del Servicio de Administración Tributaria","L&E OPERADORA DE VIALIDADES EN LOS ALTOS, S.A.P.I. DE C.V.",28-04-2025,"Se da cuenta con el escrito ingresado en esta Sala Especializada el día 10/04/2025, a través del cual la parte actora solicita las medidas cautelares positivas para el efecto de que la Administración Desconcentrada de Recaudación de Jalisco ""1"" del Servicio de Administración Tributaria, de manera inmediata y directa, o por conducto de la Comisión Nacional Bancaria y de Valores, les informe a las distintas instituciones de crédito que reanuden de manera inmediata la realización de los actos, operaciones y servicios de la sociedad actora, incluso poder disponer de los recursos (depósitos y cuentas bancarias). Téngase por recibido el escrito de cuenta y en atención al mismo, se hace del conocimiento de la accionante que desde el auto admisorio de la demanda ya fue concedida la suspensión correspondiente y derivado de la revisión practicada a los presentes autos se puede apreciar que con fecha 15/04/2025, se admitió a trámite la instancia de queja por desacato a la orden de suspensión de la ejecución de la resolución impugnada; por lo que al resolverse dicha instancia, se determinará lo conducente en cuanto al alcance de la suspensión concedida.",Sala Especializada en Materia del Juicio de Resolución Exclusiva de Fondo,GUSTAVO ARTURO ESQUIVEL VÁZQUEZ,OMAR ARTURO MEDELLIN GRANADOS,111/24-ERF-01-9
